impression_time,user_id,logged_position,user_affinity,item_quality,price,prior_clicks,clicked
2024-01-01T12:00:00,9,1,-0.435,0.583,54.84,48,0
2024-01-01T12:00:00,9,2,-0.435,0.718,110.57,31,0
2024-01-01T12:00:00,9,3,-0.435,-0.717,47.95,26,0
2024-01-01T12:00:00,9,4,-0.435,-0.058,21.63,59,0
2024-01-01T12:00:00,9,5,-0.435,0.572,102.47,28,0
2024-01-01T12:00:00,9,6,-0.435,0.032,58.43,23,0
2024-01-01T12:00:00,9,7,-0.435,-0.366,10.57,55,0
2024-01-01T12:00:00,9,8,-0.435,-0.951,76.76,9,0
2024-01-01T12:00:00,9,9,-0.435,0.481,29.91,53,0
2024-01-01T12:00:00,9,10,-0.435,-0.468,25.96,5,0
2024-01-01T12:00:00,10,1,0.066,0.026,82.69,59,0
2024-01-01T12:00:00,10,2,0.066,0.46,18.91,12,1
2024-01-01T12:00:00,10,3,0.066,-0.309,96.86,1,0
2024-01-01T12:00:00,10,4,0.066,-0.043,118.88,26,0
2024-01-01T12:00:00,10,5,0.066,0.777,22.0,9,1
2024-01-01T12:00:00,10,6,0.066,-0.625,39.96,25,0
2024-01-01T12:00:00,10,7,0.066,0.063,62.21,2,0
2024-01-01T12:00:00,10,8,0.066,0.397,22.39,28,1
2024-01-01T12:00:00,10,9,0.066,0.694,77.11,13,0
2024-01-01T12:00:00,10,10,0.066,0.37,15.38,33,0
2024-01-01T12:00:00,11,1,-0.399,-0.502,54.59,35,0
2024-01-01T12:00:00,11,2,-0.399,-0.775,100.57,12,0
2024-01-01T12:00:00,11,3,-0.399,-0.951,119.09,26,0
2024-01-01T12:00:00,11,4,-0.399,-0.877,88.34,7,0
2024-01-01T12:00:00,11,5,-0.399,-0.116,81.84,18,0
2024-01-01T12:00:00,11,6,-0.399,-0.571,44.22,28,0
2024-01-01T12:00:00,11,7,-0.399,-0.286,96.72,0,0
2024-01-01T12:00:00,11,8,-0.399,0.88,89.08,46,0
2024-01-01T12:00:00,11,9,-0.399,0.754,119.64,34,0
2024-01-01T12:00:00,11,10,-0.399,0.735,50.76,10,0
2024-01-01T12:00:00,12,1,0.437,0.347,62.82,37,0
2024-01-01T12:00:00,12,2,0.437,-0.674,99.16,53,0
2024-01-01T12:00:00,12,3,0.437,0.569,116.74,30,0
2024-01-01T12:00:00,12,4,0.437,0.304,105.91,16,0
2024-01-01T12:00:00,12,5,0.437,-0.506,104.27,9,0
2024-01-01T12:00:00,12,6,0.437,0.824,86.82,41,0
2024-01-01T12:00:00,12,7,0.437,-0.038,83.91,54,0
2024-01-01T12:00:00,12,8,0.437,0.51,30.5,34,0
2024-01-01T12:00:00,12,9,0.437,0.155,21.89,21,0
2024-01-01T12:00:00,12,10,0.437,0.706,99.19,3,1
2024-01-01T12:00:00,13,1,-0.759,0.447,36.04,58,0
2024-01-01T12:00:00,13,2,-0.759,-0.066,99.02,12,0
2024-01-01T12:00:00,13,3,-0.759,0.364,80.02,0,0
2024-01-01T12:00:00,13,4,-0.759,-0.922,101.5,38,0
2024-01-01T12:00:00,13,5,-0.759,0.264,16.49,26,0
2024-01-01T12:00:00,13,6,-0.759,0.733,72.1,58,0
2024-01-01T12:00:00,13,7,-0.759,-0.629,14.32,58,0
2024-01-01T12:00:00,13,8,-0.759,-0.481,59.45,50,0
2024-01-01T12:00:00,13,9,-0.759,-0.581,75.23,30,0
2024-01-01T12:00:00,13,10,-0.759,-0.82,41.91,0,0
2024-01-02T12:00:00,0,1,-0.386,0.457,68.01,13,0
2024-01-02T12:00:00,0,2,-0.386,0.973,22.14,46,0
2024-01-02T12:00:00,0,3,-0.386,0.385,116.45,4,0
2024-01-02T12:00:00,0,4,-0.386,-0.641,97.79,24,0
2024-01-02T12:00:00,0,5,-0.386,0.422,29.0,22,0
2024-01-02T12:00:00,0,6,-0.386,-0.553,12.99,26,0
2024-01-02T12:00:00,0,7,-0.386,-0.396,41.43,45,0
2024-01-02T12:00:00,0,8,-0.386,0.285,16.34,27,0
2024-01-02T12:00:00,0,9,-0.386,0.768,88.76,16,0
2024-01-02T12:00:00,0,10,-0.386,0.309,32.11,33,0
2024-01-02T12:00:00,1,1,0.893,0.024,110.46,33,0
2024-01-02T12:00:00,1,2,0.893,0.994,12.06,49,1
2024-01-02T12:00:00,1,3,0.893,-0.222,97.61,42,1
2024-01-02T12:00:00,1,4,0.893,-0.781,86.93,60,0
2024-01-02T12:00:00,1,5,0.893,-0.679,30.09,26,0
2024-01-02T12:00:00,1,6,0.893,-0.856,70.04,51,0
2024-01-02T12:00:00,1,7,0.893,-0.539,119.54,34,0
2024-01-02T12:00:00,1,8,0.893,0.435,13.84,15,0
2024-01-02T12:00:00,1,9,0.893,0.279,13.7,10,0
2024-01-02T12:00:00,1,10,0.893,0.621,52.15,26,0
2024-01-02T12:00:00,2,1,-0.106,-0.134,66.19,41,1
2024-01-02T12:00:00,2,2,-0.106,0.876,100.91,14,0
2024-01-02T12:00:00,2,3,-0.106,-0.0,102.02,5,0
2024-01-02T12:00:00,2,4,-0.106,0.744,36.23,5,0
2024-01-02T12:00:00,2,5,-0.106,-0.574,96.32,31,0
2024-01-02T12:00:00,2,6,-0.106,0.091,35.06,11,0
2024-01-02T12:00:00,2,7,-0.106,0.728,33.26,30,1
2024-01-02T12:00:00,2,8,-0.106,0.812,48.29,12,0
2024-01-02T12:00:00,2,9,-0.106,0.596,111.39,33,0
2024-01-02T12:00:00,2,10,-0.106,0.513,111.88,51,0
2024-01-02T12:00:00,3,1,-0.642,0.656,55.0,17,0
2024-01-02T12:00:00,3,2,-0.642,-0.187,111.21,41,0
2024-01-02T12:00:00,3,3,-0.642,0.354,104.46,2,0
2024-01-02T12:00:00,3,4,-0.642,-0.909,10.48,36,0
2024-01-02T12:00:00,3,5,-0.642,-0.616,42.91,42,0
2024-01-02T12:00:00,3,6,-0.642,-0.863,78.43,51,0
2024-01-02T12:00:00,3,7,-0.642,-0.563,74.48,35,0
2024-01-02T12:00:00,3,8,-0.642,0.963,55.99,2,0
2024-01-02T12:00:00,3,9,-0.642,0.811,73.27,6,0
2024-01-02T12:00:00,3,10,-0.642,-0.963,14.55,46,0
2024-01-02T12:00:00,4,1,0.254,-0.716,75.32,13,0
2024-01-02T12:00:00,4,2,0.254,0.501,45.07,11,0
2024-01-02T12:00:00,4,3,0.254,0.246,45.52,59,0
2024-01-02T12:00:00,4,4,0.254,0.498,74.06,34,0
2024-01-02T12:00:00,4,5,0.254,-0.923,56.09,46,0
2024-01-02T12:00:00,4,6,0.254,0.984,19.67,13,1
2024-01-02T12:00:00,4,7,0.254,-0.762,20.7,58,0
2024-01-02T12:00:00,4,8,0.254,0.884,106.31,50,0
2024-01-02T12:00:00,4,9,0.254,0.996,68.82,34,0
2024-01-02T12:00:00,4,10,0.254,0.299,76.95,9,0
2024-01-02T12:00:00,5,1,-0.802,-0.22,55.44,25,0
2024-01-02T12:00:00,5,2,-0.802,-0.62,42.33,18,0
2024-01-02T12:00:00,5,3,-0.802,0.498,24.27,49,1
2024-01-02T12:00:00,5,4,-0.802,-0.088,34.96,47,0
2024-01-02T12:00:00,5,5,-0.802,0.496,17.97,3,0
2024-01-02T12:00:00,5,6,-0.802,-0.839,20.91,43,0
2024-01-02T12:00:00,5,7,-0.802,0.512,52.07,30,0
2024-01-02T12:00:00,5,8,-0.802,-0.894,102.18,48,0
2024-01-02T12:00:00,5,9,-0.802,-0.384,41.88,29,0
2024-01-02T12:00:00,5,10,-0.802,-0.091,107.62,50,0
2024-01-02T12:00:00,6,1,0.377,0.169,91.0,47,0
2024-01-02T12:00:00,6,2,0.377,0.414,63.21,58,0
2024-01-02T12:00:00,6,3,0.377,-0.105,16.09,15,0
2024-01-02T12:00:00,6,4,0.377,-0.422,13.53,51,1
2024-01-02T12:00:00,6,5,0.377,0.434,69.57,48,0
2024-01-02T12:00:00,6,6,0.377,-0.317,66.1,7,0
2024-01-02T12:00:00,6,7,0.377,0.322,105.24,3,0
2024-01-02T12:00:00,6,8,0.377,0.061,41.6,1,0
2024-01-02T12:00:00,6,9,0.377,-1.0,36.47,1,0
2024-01-02T12:00:00,6,10,0.377,0.041,62.75,49,0
2024-01-02T12:00:00,7,1,-0.938,-0.158,7.64,56,0
2024-01-02T12:00:00,7,2,-0.938,-0.32,38.89,15,0
2024-01-02T12:00:00,7,3,-0.938,0.716,115.05,20,0
2024-01-02T12:00:00,7,4,-0.938,-0.791,96.97,50,0
2024-01-02T12:00:00,7,5,-0.938,0.254,117.12,58,0
2024-01-02T12:00:00,7,6,-0.938,0.34,117.54,58,0
2024-01-02T12:00:00,7,7,-0.938,-0.109,39.13,38,0
2024-01-02T12:00:00,7,8,-0.938,0.382,26.95,28,0
2024-01-02T12:00:00,7,9,-0.938,0.44,50.05,1,0
2024-01-02T12:00:00,7,10,-0.938,-0.503,87.29,4,0
2024-01-02T12:00:00,8,1,0.579,-0.412,57.89,57,0
2024-01-02T12:00:00,8,2,0.579,0.385,47.87,16,1
2024-01-02T12:00:00,8,3,0.579,0.647,47.93,18,0
2024-01-02T12:00:00,8,4,0.579,-0.802,44.8,58,0
2024-01-02T12:00:00,8,5,0.579,0.453,100.98,38,0
2024-01-02T12:00:00,8,6,0.579,-0.232,61.97,14,0
2024-01-02T12:00:00,8,7,0.579,-0.819,59.89,3,0
2024-01-02T12:00:00,8,8,0.579,-0.701,81.93,25,0
2024-01-02T12:00:00,8,9,0.579,-0.487,100.16,14,0
2024-01-02T12:00:00,8,10,0.579,0.758,15.62,51,0
2024-01-02T12:00:00,9,1,-0.068,-0.066,64.35,26,0
2024-01-02T12:00:00,9,2,-0.068,-0.494,22.18,41,0
2024-01-02T12:00:00,9,3,-0.068,-0.126,17.75,23,0
2024-01-02T12:00:00,9,4,-0.068,0.939,43.61,32,0
2024-01-02T12:00:00,9,5,-0.068,-0.406,36.25,42,0
2024-01-02T12:00:00,9,6,-0.068,-0.494,43.25,56,0
2024-01-02T12:00:00,9,7,-0.068,0.93,107.55,8,0
2024-01-02T12:00:00,9,8,-0.068,0.079,89.42,19,0
2024-01-02T12:00:00,9,9,-0.068,0.601,35.55,28,0
2024-01-02T12:00:00,9,10,-0.068,0.681,114.69,51,0
2024-01-02T12:00:00,10,1,-0.077,0.821,109.33,25,1
2024-01-02T12:00:00,10,2,-0.077,0.368,101.44,22,0
2024-01-02T12:00:00,10,3,-0.077,0.498,89.4,54,1
2024-01-02T12:00:00,10,4,-0.077,-0.022,100.96,21,0
2024-01-02T12:00:00,10,5,-0.077,-0.556,54.69,20,0
2024-01-02T12:00:00,10,6,-0.077,-0.154,116.87,25,0
2024-01-02T12:00:00,10,7,-0.077,0.92,81.87,10,0
2024-01-02T12:00:00,10,8,-0.077,0.671,118.45,50,1
2024-01-02T12:00:00,10,9,-0.077,0.652,70.92,12,0
2024-01-02T12:00:00,10,10,-0.077,-0.241,103.84,29,0
2024-01-02T12:00:00,11,1,-0.049,-0.688,57.93,54,0
2024-01-02T12:00:00,11,2,-0.049,0.107,66.66,38,0
2024-01-02T12:00:00,11,3,-0.049,0.391,109.19,19,1
2024-01-02T12:00:00,11,4,-0.049,-0.185,41.41,54,1
2024-01-02T12:00:00,11,5,-0.049,0.567,115.1,5,0
2024-01-02T12:00:00,11,6,-0.049,-0.981,65.19,19,0
2024-01-02T12:00:00,11,7,-0.049,-0.965,74.63,42,0
2024-01-02T12:00:00,11,8,-0.049,0.262,96.32,23,0
2024-01-02T12:00:00,11,9,-0.049,0.756,34.5,32,0
2024-01-02T12:00:00,11,10,-0.049,-0.349,107.42,50,0
2024-01-02T12:00:00,12,1,0.472,0.469,46.39,19,1
2024-01-02T12:00:00,12,2,0.472,-0.92,102.96,58,1
2024-01-02T12:00:00,12,3,0.472,0.914,52.37,25,0
2024-01-02T12:00:00,12,4,0.472,0.521,109.8,33,0
2024-01-02T12:00:00,12,5,0.472,0.803,96.26,19,0
2024-01-02T12:00:00,12,6,0.472,-0.64,14.67,36,0
2024-01-02T12:00:00,12,7,0.472,0.261,8.77,19,0
2024-01-02T12:00:00,12,8,0.472,-0.965,80.12,32,0
2024-01-02T12:00:00,12,9,0.472,-0.257,38.54,45,0
2024-01-02T12:00:00,12,10,0.472,-0.001,52.07,51,0
2024-01-02T12:00:00,13,1,0.795,0.399,24.05,47,1
2024-01-02T12:00:00,13,2,0.795,-0.882,86.6,39,0
2024-01-02T12:00:00,13,3,0.795,0.338,52.37,49,0
2024-01-02T12:00:00,13,4,0.795,0.894,116.05,34,1
2024-01-02T12:00:00,13,5,0.795,-0.894,77.29,7,0
2024-01-02T12:00:00,13,6,0.795,0.458,78.05,13,0
2024-01-02T12:00:00,13,7,0.795,0.603,79.36,12,0
2024-01-02T12:00:00,13,8,0.795,-0.101,67.17,23,0
2024-01-02T12:00:00,13,9,0.795,0.587,28.32,19,0
2024-01-02T12:00:00,13,10,0.795,-0.281,36.08,16,0
2024-01-03T12:00:00,0,1,0.28,0.166,36.41,6,1
2024-01-03T12:00:00,0,2,0.28,-0.079,45.41,6,0
2024-01-03T12:00:00,0,3,0.28,-0.445,103.55,3,0
2024-01-03T12:00:00,0,4,0.28,0.031,58.03,34,0
2024-01-03T12:00:00,0,5,0.28,0.619,102.25,4,1
2024-01-03T12:00:00,0,6,0.28,0.943,93.26,42,0
2024-01-03T12:00:00,0,7,0.28,-0.34,13.34,11,0
2024-01-03T12:00:00,0,8,0.28,-0.119,40.68,54,0
2024-01-03T12:00:00,0,9,0.28,0.65,89.0,3,0
2024-01-03T12:00:00,0,10,0.28,0.247,107.09,56,0
2024-01-03T12:00:00,1,1,0.122,-0.276,61.19,51,1
2024-01-03T12:00:00,1,2,0.122,0.873,36.43,25,0
2024-01-03T12:00:00,1,3,0.122,0.977,41.99,58,1
2024-01-03T12:00:00,1,4,0.122,0.012,21.84,36,0
2024-01-03T12:00:00,1,5,0.122,-0.856,81.1,57,0
2024-01-03T12:00:00,1,6,0.122,0.397,105.74,36,0
2024-01-03T12:00:00,1,7,0.122,-0.968,99.38,23,0
2024-01-03T12:00:00,1,8,0.122,0.265,50.73,60,0
2024-01-03T12:00:00,1,9,0.122,0.239,27.45,44,0
2024-01-03T12:00:00,1,10,0.122,-0.483,92.29,54,0
2024-01-03T12:00:00,2,1,0.282,0.425,80.05,37,1
2024-01-03T12:00:00,2,2,0.282,-0.656,90.41,8,0
2024-01-03T12:00:00,2,3,0.282,-0.868,115.29,37,0
2024-01-03T12:00:00,2,4,0.282,-0.224,99.62,42,0
2024-01-03T12:00:00,2,5,0.282,0.31,45.06,22,0
2024-01-03T12:00:00,2,6,0.282,0.926,34.42,17,0
2024-01-03T12:00:00,2,7,0.282,0.072,81.13,40,0
2024-01-03T12:00:00,2,8,0.282,-0.285,116.0,21,0
2024-01-03T12:00:00,2,9,0.282,0.274,24.07,23,0
2024-01-03T12:00:00,2,10,0.282,0.754,30.12,32,0
2024-01-03T12:00:00,3,1,-0.959,0.995,8.62,42,0
2024-01-03T12:00:00,3,2,-0.959,-0.558,42.99,59,1
2024-01-03T12:00:00,3,3,-0.959,-0.646,74.42,48,0
2024-01-03T12:00:00,3,4,-0.959,0.924,17.02,31,0
2024-01-03T12:00:00,3,5,-0.959,0.404,11.6,53,1
2024-01-03T12:00:00,3,6,-0.959,-0.479,25.4,34,0
2024-01-03T12:00:00,3,7,-0.959,0.875,20.39,15,0
2024-01-03T12:00:00,3,8,-0.959,0.901,118.43,53,1
2024-01-03T12:00:00,3,9,-0.959,0.066,81.44,49,0
2024-01-03T12:00:00,3,10,-0.959,-0.913,55.81,51,0
2024-01-03T12:00:00,4,1,-0.596,-0.036,16.01,25,0
2024-01-03T12:00:00,4,2,-0.596,-0.48,62.1,32,0
2024-01-03T12:00:00,4,3,-0.596,0.791,74.72,43,1
2024-01-03T12:00:00,4,4,-0.596,0.781,48.73,48,0
2024-01-03T12:00:00,4,5,-0.596,-0.871,98.0,8,0
2024-01-03T12:00:00,4,6,-0.596,0.631,24.88,54,0
2024-01-03T12:00:00,4,7,-0.596,-0.144,18.7,26,0
2024-01-03T12:00:00,4,8,-0.596,-0.635,83.84,11,0
2024-01-03T12:00:00,4,9,-0.596,-0.986,50.61,1,0
2024-01-03T12:00:00,4,10,-0.596,0.062,60.92,39,0
2024-01-03T12:00:00,5,1,0.576,0.265,63.57,50,1
2024-01-03T12:00:00,5,2,0.576,0.172,20.58,21,1
2024-01-03T12:00:00,5,3,0.576,-0.218,90.94,43,0
2024-01-03T12:00:00,5,4,0.576,0.973,16.33,13,0
2024-01-03T12:00:00,5,5,0.576,0.121,24.67,22,1
2024-01-03T12:00:00,5,6,0.576,0.419,73.0,25,0
2024-01-03T12:00:00,5,7,0.576,-0.592,78.96,32,0
2024-01-03T12:00:00,5,8,0.576,-0.189,84.06,50,0
2024-01-03T12:00:00,5,9,0.576,-0.556,22.01,50,0
2024-01-03T12:00:00,5,10,0.576,-0.524,62.16,51,0
2024-01-03T12:00:00,6,1,-0.188,-0.146,52.03,34,0
2024-01-03T12:00:00,6,2,-0.188,0.097,47.48,53,0
2024-01-03T12:00:00,6,3,-0.188,0.151,66.67,34,0
2024-01-03T12:00:00,6,4,-0.188,-0.832,115.57,33,0
2024-01-03T12:00:00,6,5,-0.188,0.286,31.68,48,0
2024-01-03T12:00:00,6,6,-0.188,-0.116,90.95,32,0
2024-01-03T12:00:00,6,7,-0.188,0.715,30.32,21,0
2024-01-03T12:00:00,6,8,-0.188,-0.417,11.34,9,0
2024-01-03T12:00:00,6,9,-0.188,-0.082,34.93,57,0
2024-01-03T12:00:00,6,10,-0.188,-0.417,27.31,57,0
2024-01-03T12:00:00,7,1,-0.08,-0.314,77.35,35,0
2024-01-03T12:00:00,7,2,-0.08,-0.846,34.49,44,0
2024-01-03T12:00:00,7,3,-0.08,0.346,102.83,1,0
2024-01-03T12:00:00,7,4,-0.08,-0.1,26.3,26,0
2024-01-03T12:00:00,7,5,-0.08,0.644,66.71,18,0
2024-01-03T12:00:00,7,6,-0.08,-0.794,61.39,7,0
2024-01-03T12:00:00,7,7,-0.08,0.209,60.89,21,0
2024-01-03T12:00:00,7,8,-0.08,0.879,95.25,26,0
2024-01-03T12:00:00,7,9,-0.08,-0.781,34.72,31,0
2024-01-03T12:00:00,7,10,-0.08,-0.688,27.16,15,0
2024-01-03T12:00:00,8,1,-0.481,0.312,85.17,21,0
2024-01-03T12:00:00,8,2,-0.481,0.687,40.77,17,0
2024-01-03T12:00:00,8,3,-0.481,0.095,48.5,1,0
2024-01-03T12:00:00,8,4,-0.481,0.818,83.04,53,0
2024-01-03T12:00:00,8,5,-0.481,0.844,99.37,39,0
2024-01-03T12:00:00,8,6,-0.481,-0.185,111.76,58,0
2024-01-03T12:00:00,8,7,-0.481,-0.902,98.8,7,0
2024-01-03T12:00:00,8,8,-0.481,-0.318,100.51,60,0
2024-01-03T12:00:00,8,9,-0.481,0.335,55.7,47,0
2024-01-03T12:00:00,8,10,-0.481,-0.963,10.4,33,0
2024-01-03T12:00:00,9,1,0.353,-0.092,65.46,2,0
2024-01-03T12:00:00,9,2,0.353,-0.46,20.49,0,0
2024-01-03T12:00:00,9,3,0.353,-0.38,49.17,3,0
2024-01-03T12:00:00,9,4,0.353,-0.362,27.53,43,0
2024-01-03T12:00:00,9,5,0.353,0.232,99.23,20,0
2024-01-03T12:00:00,9,6,0.353,0.977,91.85,19,0
2024-01-03T12:00:00,9,7,0.353,0.481,25.68,16,1
2024-01-03T12:00:00,9,8,0.353,-0.914,37.75,41,0
2024-01-03T12:00:00,9,9,0.353,0.014,102.11,26,0
2024-01-03T12:00:00,9,10,0.353,0.738,18.53,22,0
2024-01-03T12:00:00,10,1,0.964,-0.35,86.41,15,0
2024-01-03T12:00:00,10,2,0.964,0.451,11.54,26,1
2024-01-03T12:00:00,10,3,0.964,0.944,64.75,8,0
2024-01-03T12:00:00,10,4,0.964,0.622,11.61,48,0
2024-01-03T12:00:00,10,5,0.964,-0.541,44.81,36,0
2024-01-03T12:00:00,10,6,0.964,-0.132,102.48,5,0
2024-01-03T12:00:00,10,7,0.964,-0.827,57.91,58,0
2024-01-03T12:00:00,10,8,0.964,-0.956,56.58,49,0
2024-01-03T12:00:00,10,9,0.964,0.039,103.59,34,0
2024-01-03T12:00:00,10,10,0.964,0.96,23.52,4,0
2024-01-03T12:00:00,11,1,0.404,0.799,42.16,60,1
2024-01-03T12:00:00,11,2,0.404,0.725,84.46,25,0
2024-01-03T12:00:00,11,3,0.404,-0.166,17.84,43,0
2024-01-03T12:00:00,11,4,0.404,-0.055,31.77,43,1
2024-01-03T12:00:00,11,5,0.404,0.249,65.17,44,0
2024-01-03T12:00:00,11,6,0.404,0.334,24.5,28,0
2024-01-03T12:00:00,11,7,0.404,0.998,73.46,33,0
2024-01-03T12:00:00,11,8,0.404,-0.623,28.62,34,0
2024-01-03T12:00:00,11,9,0.404,-0.839,21.55,35,0
2024-01-03T12:00:00,11,10,0.404,0.48,22.81,13,0
2024-01-03T12:00:00,12,1,0.301,0.776,38.2,13,1
2024-01-03T12:00:00,12,2,0.301,0.513,114.81,25,0
2024-01-03T12:00:00,12,3,0.301,0.532,55.96,8,0
2024-01-03T12:00:00,12,4,0.301,0.603,49.45,20,1
2024-01-03T12:00:00,12,5,0.301,0.228,115.78,27,0
2024-01-03T12:00:00,12,6,0.301,-0.426,56.62,56,0
2024-01-03T12:00:00,12,7,0.301,-0.051,47.92,44,0
2024-01-03T12:00:00,12,8,0.301,-0.533,26.97,17,0
2024-01-03T12:00:00,12,9,0.301,0.336,26.86,2,0
